CC,AS,start,uids,first_isp,googlepdns,cloudflare,opendns,quad9,level3,neustar,he,first_others,nb_https,nb_AAAA,nb_A,nb_A_dup,nb_dup_A,dups_isp,dups_pdns,isp_pdns,isp_others,dups_others,dups_long,zombie_1,zombie_2,z_ISP,z_PDNS,z_others,first_3s,first_10s,sum_delay,max_delay
KE,AS15399,1738017000,29,25,4,0,0,0,0,0,0,0,7,0,29,3,4,0,0,2,0,0,2,0,0,0,0,0,0,2,30.139484643936157,3.3534529209136963
BY,AS25106,1738017000,35,35,0,0,0,0,0,0,0,0,12,33,35,35,128,108,0,0,0,0,20,0,0,0,0,0,0,1,33.4832968711853,3.9949560165405273
ES,AS15704,1738017000,689,645,12,17,0,0,0,0,0,15,146,26,688,17,19,8,4,0,0,6,1,0,0,0,0,0,0,36,649.9341502189636,11.369874000549316
ZA,AS37168,1738017000,28,28,0,0,0,0,0,0,0,0,9,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.807773113250732,1.9138450622558594
TZ,AS37133,1738017000,23,0,5,0,18,0,0,0,0,0,0,0,23,3,3,0,2,0,0,0,1,0,0,0,0,0,0,0,19.667093992233276,1.2985949516296387
ZA,AS12091,1738017000,114,114,0,0,0,0,0,0,0,0,6,0,114,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1,106.71630811691284,7.669635057449341
ES,AS202513,1738017000,7,0,4,2,0,0,0,0,0,1,0,0,7,7,7,0,5,0,0,2,0,0,0,0,0,0,0,0,4.400760173797607,1.2339160442352295
CH,AS3303,1738017000,174,169,0,4,0,0,0,0,0,1,100,100,174,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1,101.56869912147522,5.92737603187561
SN,AS8346,1738017000,1452,1407,42,3,0,0,0,0,0,0,298,227,1448,1395,2360,2071,3,177,0,0,109,0,4,4,0,0,0,74,1737.5249526500702,20.282639026641846
LU,AS8632,1738017000,7,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.635612964630127,1.4069159030914307
ZM,AS37154,1738017000,6,0,1,0,4,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.833712100982666,1.9696369171142578
BG,AS8866,1738017000,83,80,3,0,0,0,0,0,0,0,16,43,83,80,213,211,0,0,0,0,2,0,0,0,0,0,0,0,58.00794291496277,1.4135239124298096
GB,AS25369,1738017000,227,222,0,0,0,0,0,0,0,5,8,0,227,227,227,222,0,0,0,5,0,0,0,0,0,0,0,1,197.76319193840027,10.30834698677063
ZA,AS29975,1738017000,136,136,0,0,0,0,0,0,0,0,6,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,147.00310754776,4.394843101501465
LY,AS328200,1738017000,89,3,74,10,0,0,0,0,0,2,10,12,89,8,8,3,5,0,0,0,0,0,0,0,0,0,0,3,85.82958483695984,3.5321741104125977
SZ,AS328169,1738017000,35,0,34,0,0,0,0,0,0,1,1,0,35,3,3,0,2,0,0,0,1,0,0,0,0,0,0,0,25.56594681739807,1.293097972869873
ZA,AS37611,1738017000,12,7,0,5,0,0,0,0,0,0,6,1,11,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,11.863526344299316,2.3832480907440186
ML,AS30985,1738017000,479,451,9,0,8,0,0,0,0,11,77,56,479,1,1,1,0,0,0,0,0,0,0,0,0,0,0,43,652.3912708759308,9.710922956466675
HU,AS8462,1738017000,11,11,0,0,0,0,0,0,0,0,7,11,11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.12649393081665,0.9888179302215576
CZ,AS212238,1738017000,54,0,39,3,0,0,0,0,0,12,14,35,53,34,45,0,36,0,0,4,5,0,0,0,0,0,0,2,56.81568217277527,5.335330963134766
ZA,AS20011,1738017000,40,2,24,3,2,0,0,0,0,9,5,0,39,19,20,1,18,0,0,0,1,0,0,0,0,0,0,0,36.450607776641846,2.3868420124053955
SK,AS5578,1738017000,75,72,0,0,0,0,0,0,0,3,57,3,74,38,43,43,0,0,0,0,0,0,2,2,0,0,0,0,46.12276887893677,1.5096700191497803
ZA,AS37457,1738017000,104,99,5,0,0,0,0,0,0,0,10,0,104,98,128,103,1,0,0,0,24,0,14,14,0,0,0,5,114.94589614868164,8.054657936096191
IT,AS1267,1738017000,604,591,6,2,0,0,0,0,0,5,205,142,604,332,508,489,0,0,4,14,1,0,0,0,0,0,0,2,411.4935972690582,8.296251058578491
RS,AS15958,1738017000,379,379,0,0,0,0,0,0,0,0,279,12,371,208,244,237,0,0,0,0,7,0,0,0,0,0,0,0,234.2133345603943,2.2988169193267822
CZ,AS198813,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CI,AS37190,1738017000,171,171,0,0,0,0,0,0,0,0,7,0,171,159,171,159,0,0,0,0,12,0,0,0,0,0,0,3,163.95249104499817,5.928565979003906
DK,AS16509,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE,AS3301,1738017000,216,202,10,3,0,0,0,0,0,1,109,84,213,192,250,225,3,21,0,0,1,0,0,0,0,0,0,2,141.453382730484,6.192364931106567
DK,AS31404,1738017000,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9426279067993164,0.9426279067993164
DE,AS51167,1738017000,90,1,20,57,0,0,0,0,0,12,1,6,90,6,20,5,1,0,0,2,12,0,0,0,0,0,0,10,135.57078409194946,8.99407696723938
HR,AS12810,1738017000,49,17,0,1,0,0,0,0,0,31,12,11,49,8,8,5,0,0,0,3,0,0,0,0,0,0,0,0,33.988304138183594,1.2466650009155273
SO,AS37371,1738017000,92,0,92,0,0,0,0,0,0,0,50,0,92,56,58,0,54,0,0,0,4,0,0,0,0,0,0,1,83.89796257019043,6.34414005279541
NG,AS14593,1738017000,20,0,2,17,0,0,0,0,0,1,8,17,20,1,3,0,0,0,0,0,3,0,0,0,0,0,0,1,19.769598484039307,4.542530059814453
ET,AS328988,1738017000,29,29,0,0,0,0,0,0,0,0,0,0,29,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,26.165160417556763,1.4742450714111328
ZA,AS327872,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU,AS20845,1738017000,68,68,0,0,0,0,0,0,0,0,38,10,68,50,122,119,0,0,0,0,3,0,0,0,0,0,0,0,44.20429229736328,1.2075350284576416
GB,AS206092,1738017000,4,3,0,0,0,0,0,0,0,1,1,0,4,4,4,3,0,0,0,1,0,0,0,0,0,0,0,0,4.6352620124816895,1.4869189262390137
UA,AS212238,1738017000,6,0,0,6,0,0,0,0,0,0,0,6,6,6,10,0,5,0,0,2,3,0,0,0,0,0,0,0,7.743982791900635,2.8887789249420166
GB,AS25310,1738017000,14,0,0,0,0,0,0,0,0,14,11,0,14,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10.929490804672241,2.8605949878692627
TZ,AS37035,1738017000,19,0,2,10,0,0,0,0,0,7,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.323153972625732,1.844310998916626
RS,AS51430,1738017000,2,1,0,1,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.016509056091309,2.671442985534668
MW,AS37440,1738017000,71,0,16,0,0,5,50,0,0,0,0,0,71,4,7,0,0,0,0,6,1,0,0,0,0,0,0,0,58.04554581642151,1.7172560691833496
GB,AS141995,1738017000,4,0,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.117527008056641,1.6145720481872559
AT,AS8447,1738017000,117,89,0,0,0,0,0,0,0,28,66,81,117,45,94,19,0,0,17,58,0,0,59,53,0,6,0,0,72.91708755493164,1.4751150608062744
GR,AS6799,1738017000,158,153,0,5,0,0,0,0,0,0,23,117,158,18,23,23,0,0,0,0,0,0,0,0,0,0,0,0,92.6877372264862,1.9072909355163574
SE,AS12552,1738017000,11,8,3,0,0,0,0,0,0,0,2,0,11,9,32,29,1,2,0,0,0,0,0,0,0,0,0,0,6.224325180053711,1.0465900897979736
GB,AS41230,1738017000,42,32,0,10,0,0,0,0,0,0,27,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.787147045135498,1.208116054534912
NO,AS2119,1738017000,379,357,5,14,0,0,0,0,0,3,325,319,378,341,358,352,2,2,2,0,0,0,0,0,0,0,0,0,235.45361804962158,1.677994966506958
GM,AS25250,1738017000,26,0,26,0,0,0,0,0,0,0,11,0,24,4,4,0,1,0,0,0,3,2,2,0,2,0,0,1,30.255165338516235,3.2092061042785645
DK,AS3292,1738017000,288,236,9,22,0,0,0,0,0,21,183,23,288,226,240,228,1,2,4,3,2,0,13,0,0,13,0,1,207.37055683135986,7.096728086471558
KE,AS33771,1738017000,129,113,15,0,0,0,0,0,0,1,5,63,129,34,37,20,15,0,0,2,0,0,2,0,0,2,0,0,117.56621479988098,2.482297897338867
IT,AS16232,1738017000,275,257,1,2,1,0,0,0,0,14,168,2,275,5,5,5,0,0,0,0,0,0,0,0,0,0,0,2,196.68972301483154,5.73161506652832
SI,AS3212,1738017000,55,54,0,1,0,0,0,0,0,0,10,1,55,1,1,0,0,0,1,0,0,0,2,0,0,2,0,0,32.971004247665405,1.2206308841705322
RO,AS8953,1738017000,70,67,0,0,0,0,0,0,0,3,27,11,68,7,7,6,0,0,0,1,0,0,0,0,0,0,0,0,49.26500678062439,1.532850980758667
FR,AS206092,1738017000,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,6.749983072280884,4.3051300048828125
DK,AS213320,1738017000,15,0,0,0,0,0,0,0,0,15,1,15,15,15,23,0,0,0,0,23,0,0,0,0,0,0,0,0,8.139378547668457,1.195923089981079
LV,AS24651,1738017000,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,3.316751003265381,0.7979819774627686
SK,AS28952,1738017000,11,11,0,0,0,0,0,0,0,0,2,0,11,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,9.965253353118896,1.4960999488830566
DZ,AS36947,1738017000,1008,431,575,2,0,0,0,0,0,0,400,161,995,351,369,0,18,339,0,0,12,0,2,2,0,0,0,9,758.6760585308075,6.692944049835205
NL,AS63023,1738017000,9,0,2,7,0,0,0,0,0,0,0,1,9,7,7,0,4,0,0,0,3,0,0,0,0,0,0,1,13.092765808105469,3.185976028442383
DE,AS397630,1738017000,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.706897020339966,1.6730210781097412
MW,AS37294,1738017000,14,0,14,0,0,0,0,0,0,0,0,0,14,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,14.433101892471313,1.6420679092407227
ZM,AS36962,1738017000,115,0,115,0,0,0,0,0,0,0,85,0,115,16,22,0,8,0,0,0,14,0,0,0,0,0,0,0,93.37899041175842,1.2757830619812012
LV,AS24921,1738017000,21,7,0,0,0,0,0,0,0,14,17,7,21,21,67,3,0,0,39,25,0,0,26,6,0,20,0,0,14.361342191696167,0.9890389442443848
UA,AS13188,1738017000,26,23,2,1,0,0,0,0,0,0,7,0,26,7,36,22,0,0,0,2,12,0,1,0,0,1,0,0,20.479586124420166,2.2043368816375732
CZ,AS47727,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR,AS16276,1738017000,243,24,183,29,0,4,1,0,0,2,84,71,237,70,167,45,21,12,0,1,88,0,14,6,5,3,0,9,285.183664560318,24.973360061645508
NL,AS33915,1738017000,380,338,1,37,0,0,0,0,0,4,268,277,380,8,9,6,0,0,1,0,2,0,0,0,0,0,0,0,239.3249750137329,1.9096510410308838
CM,AS15964,1738017000,33,12,21,0,0,0,0,0,0,0,7,0,32,6,7,1,2,3,0,0,1,0,0,0,0,0,0,0,36.036328077316284,2.2383220195770264
FR,AS9009,1738017000,13,5,5,1,0,0,0,0,0,2,5,1,13,7,8,5,2,1,0,0,0,0,1,0,1,0,0,1,13.15071988105774,3.0277209281921387
UA,AS12963,1738017000,6,0,6,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.727108955383301,0.7993841171264648
RS,AS44143,1738017000,85,85,0,0,0,0,0,0,0,0,29,0,85,44,54,53,0,0,0,0,1,0,0,0,0,0,0,0,60.97748422622681,1.975532054901123
GB,AS786,1738017000,24,11,0,9,0,0,0,0,0,4,22,9,24,4,4,2,0,0,0,0,2,0,0,0,0,0,0,0,15.859970808029175,1.5971040725708008
GB,AS62240,1738017000,47,6,0,4,0,0,0,0,0,37,12,0,47,43,43,6,0,0,1,36,0,0,0,0,0,0,0,0,36.04333758354187,1.4590001106262207
GB,AS14061,1738017000,45,6,24,10,5,0,0,0,0,0,0,8,45,11,16,0,6,0,0,2,8,0,0,0,0,0,0,1,52.828200817108154,7.6353700160980225
SN,AS37196,1738017000,65,0,61,0,0,0,4,0,0,0,2,0,65,8,8,0,3,0,0,0,5,0,1,0,1,0,0,10,135.62906694412231,26.890127897262573
GM,AS37309,1738017000,19,19,0,0,0,0,0,0,0,0,6,0,19,3,5,0,0,0,0,0,5,0,9,9,0,0,0,1,23.193667888641357,8.35536789894104
IE,AS51964,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,AS37473,1738017000,10,0,7,3,0,0,0,0,0,0,1,0,10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.750357627868652,1.1396989822387695
FR,AS31898,1738017000,7,0,0,7,0,0,0,0,0,0,3,2,7,5,8,0,8,0,0,0,0,0,0,0,0,0,0,0,7.067762851715088,2.7248589992523193
RS,AS197423,1738017000,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8903200626373291,0.6250669956207275
LV,AS12578,1738017000,19,19,0,0,0,0,0,0,0,0,2,0,19,15,15,15,0,0,0,0,0,0,16,16,0,0,0,1,13.5242760181427,3.0509510040283203
ES,AS9009,1738017000,21,2,16,3,0,0,0,0,0,0,1,2,21,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,19.317219495773315,2.8697149753570557
IT,AS210218,1738017000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0.44189906120300293,0.44189906120300293
GB,AS30311,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0
BG,AS31404,1738017000,57,0,0,0,0,0,55,0,0,2,50,0,57,49,49,0,47,0,0,2,0,0,0,0,0,0,0,0,40.360456466674805,1.7932770252227783
CZ,AS9009,1738017000,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5370919704437256,0.5370919704437256
DE,AS60068,1738017000,2,0,1,0,1,0,0,0,0,0,1,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1.4710819721221924,1.0488300323486328
NL,AS216071,1738017000,59,0,55,4,0,0,0,0,0,0,56,2,55,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,43.535134077072144,1.2402410507202148
GB,AS202422,1738017000,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9408190250396729,0.9408190250396729
KE,AS37129,1738017000,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37291502952575684,0.37291502952575684
GB,AS44477,1738017000,8,0,7,1,0,0,0,0,0,0,0,1,8,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,11.212183952331543,2.2439920902252197
HU,AS21334,1738017000,86,84,2,0,0,0,0,0,0,0,27,25,86,4,4,2,0,0,0,0,2,0,0,0,0,0,0,0,54.70633912086487,2.7695870399475098
ZA,AS16637,1738017000,4,4,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.8956329822540283,1.1854050159454346
SL,AS36988,1738017000,128,0,128,0,0,0,0,0,0,0,4,0,127,9,9,0,9,0,0,0,0,0,0,0,0,0,0,5,142.66613602638245,6.0721070766448975
SA,AS47794,1738017000,6,6,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.139362096786499,1.2313261032104492
TN,AS37705,1738017000,441,20,421,0,0,0,0,0,0,0,109,50,435,54,62,4,38,14,0,0,6,0,0,0,0,0,0,0,299.3065707683563,2.627185106277466
UA,AS59826,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR,AS63023,1738017000,53,0,53,0,0,0,0,0,0,0,21,11,51,14,31,0,17,0,0,0,14,0,0,0,0,0,0,0,42.98612070083618,2.9457640647888184
CD,AS37020,1738017000,135,0,130,5,0,0,0,0,0,0,1,0,135,29,34,0,18,0,0,0,16,0,0,0,0,0,0,10,196.93188071250916,8.18980097770691
DE,AS16509,1738017000,17,8,6,3,0,0,0,0,0,0,4,8,17,8,26,12,2,4,0,0,8,0,0,0,0,0,0,0,18.993984699249268,2.0010600090026855
MU,AS30999,1738017000,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.945925951004028,1.0610299110412598
KE,AS328490,1738017000,4,2,1,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,1,0,0,5,5,0,0,0,0,4.264312028884888,1.8643910884857178
DE,AS13335,1738017000,13,0,7,4,0,0,0,0,0,2,7,8,12,5,22,0,5,0,0,1,16,0,0,0,0,0,0,0,8.520353078842163,1.2018630504608154
CH,AS63023,1738017000,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0.610450029373169,0.610450029373169
KE,AS328977,1738017000,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0827069282531738,1.0827069282531738
DE,AS62240,1738017000,2,1,0,1,0,0,0,0,0,0,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1.7339940071105957,1.2676200866699219
NL,AS31615,1738017000,56,47,0,0,0,0,0,0,0,9,35,7,56,36,68,62,0,0,3,0,3,0,0,0,0,0,0,0,39.2824285030365,1.573857069015503
MZ,AS37223,1738017000,30,29,0,0,0,1,0,0,0,0,1,0,30,28,33,26,0,0,0,0,7,0,0,0,0,0,0,0,26.903260946273804,1.601135015487671
LT,AS1257,1738017000,19,19,0,0,0,0,0,0,0,0,5,11,19,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,10.70551347732544,1.0680580139160156
FR,AS16509,1738017000,6,2,2,1,0,0,0,0,0,1,0,1,6,3,6,2,0,1,0,0,3,0,92,92,0,0,0,0,4.608395099639893,1.5083770751953125
KE,AS328331,1738017000,3,0,0,1,0,0,0,0,0,2,0,0,3,2,4,0,0,0,0,4,0,0,0,0,0,0,0,0,2.5007529258728027,1.1040599346160889
UA,AS43633,1738017000,3,3,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1.9304420948028564,0.7205889225006104
EE,AS1257,1738017000,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,2.8460559844970703,1.174583911895752
KE,AS329387,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK,AS197398,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG,AS37550,1738017000,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.907734155654907,2.140444040298462
ZW,AS37204,1738017000,42,0,25,13,0,0,0,0,0,4,1,0,42,23,29,0,21,0,0,3,5,0,0,0,0,0,0,0,45.25465631484985,1.898298978805542
FR,AS61112,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0
GB,AS212655,1738017000,107,25,0,1,0,0,0,0,0,81,94,83,107,96,322,21,0,0,265,36,0,0,6,2,0,4,0,0,59.72537684440613,1.0783259868621826
DE,AS14593,1738017000,15,0,8,6,1,0,0,0,0,0,2,7,15,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,11.502753973007202,3.002168893814087
TD,AS327756,1738017000,17,0,17,0,0,0,0,0,0,0,2,0,17,5,7,0,0,0,0,0,7,0,0,0,0,0,0,0,22.512359142303467,2.5387980937957764
ES,AS136787,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR,AS205714,1738017000,34,33,0,1,0,0,0,0,0,0,11,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.00778317451477,1.1698598861694336
DE,AS8560,1738017000,5,0,3,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.558062791824341,0.9763839244842529
DK,AS3308,1738017000,31,27,1,3,0,0,0,0,0,0,20,4,31,27,70,70,0,0,0,0,0,0,0,0,0,0,0,0,18.634483337402344,1.228032112121582
MC,AS6758,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ,AS44489,1738017000,39,25,11,3,0,0,0,0,0,0,11,19,39,4,8,1,1,6,0,0,0,0,11,11,0,0,0,0,22.86970543861389,1.186103105545044
ME,AS43940,1738017000,60,10,8,1,41,0,0,0,0,0,22,0,60,4,4,0,4,0,0,0,0,0,3,3,0,0,0,4,62.376861333847046,5.880948066711426
IT,AS9009,1738017000,29,0,28,1,0,0,0,0,0,0,9,1,28,3,4,0,3,0,0,0,1,0,0,0,0,0,0,0,21.867676734924316,1.7735168933868408
PL,AS8374,1738017000,362,359,0,0,0,0,0,0,0,3,167,126,362,350,359,355,0,0,0,4,0,0,3,0,0,3,0,1,239.31796026229858,5.308924913406372
ES,AS31082,1738017000,26,0,22,4,0,0,0,0,0,0,0,0,26,8,8,0,5,0,0,0,3,0,0,0,0,0,0,1,26.775261878967285,3.7155799865722656
PL,AS39869,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,AS12302,1738017000,122,122,0,0,0,0,0,0,0,0,53,1,122,1,1,1,0,0,0,0,0,0,6,6,0,0,0,1,84.02489471435547,5.564511060714722
MG,AS37037,1738017000,11,10,1,0,0,0,0,0,0,0,1,0,11,6,8,6,0,0,0,0,2,0,0,0,0,0,0,0,8.745225191116333,1.833785057067871
UA,AS202422,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB,AS55081,1738017000,4,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.722541093826294,0.98067307472229
DE,AS58212,1738017000,25,0,0,25,0,0,0,0,0,0,0,24,25,24,31,0,24,0,0,0,7,0,0,0,0,0,0,0,20.520639896392822,1.5202000141143799
GB,AS5378,1738017000,605,559,5,40,0,0,0,0,0,1,335,385,592,5,6,4,1,1,0,0,0,0,0,0,0,0,0,0,369.0339229106903,2.4482669830322266
GB,AS56478,1738017000,155,150,1,4,0,0,0,0,0,0,147,151,155,62,62,62,0,0,0,0,0,0,0,0,0,0,0,6,107.19652700424194,3.9084649085998535
ZA,AS327782,1738017000,5,0,5,0,0,0,0,0,0,0,0,4,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,4.987940073013306,1.3755919933319092
GR,AS3329,1738017000,117,115,0,2,0,0,0,0,0,0,28,69,117,36,49,37,0,0,1,0,11,0,0,0,0,0,0,0,71.62647724151611,1.2276780605316162
GB,AS400220,1738017000,3,0,3,0,0,0,0,0,0,0,3,0,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1.833939790725708,0.8215808868408203
KE,AS30844,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ,AS13036,1738017000,153,152,0,1,0,0,0,0,0,0,66,59,153,113,250,250,0,0,0,0,0,0,4,4,0,0,0,3,143.2908158302307,26.075292110443115
GB,AS41564,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,AS49981,1738017000,47,12,25,10,0,0,0,0,0,0,17,1,46,2,2,0,1,0,0,0,1,0,0,0,0,0,0,3,48.095614433288574,3.2985479831695557
PL,AS6830,1738017000,195,177,13,2,0,0,3,0,0,0,52,129,194,8,9,2,6,0,0,0,1,0,0,0,0,0,0,1,135.92256712913513,6.37568211555481
RW,AS327707,1738017000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7933759689331055,1.7933759689331055
BI,AS327799,1738017000,8,5,3,0,0,0,0,0,0,0,0,0,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.825509071350098,1.467684030532837
TZ,AS327885,1738017000,39,4,35,0,0,0,0,0,0,0,0,0,39,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,33.84985160827637,3.217813014984131
ZW,AS56696,1738017000,12,3,9,0,0,0,0,0,0,0,1,0,12,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,8.517647981643677,1.2409870624542236
GB,AS9009,1738017000,57,2,33,18,0,0,0,0,0,4,11,37,57,23,32,1,14,0,0,9,8,0,0,0,0,0,0,2,76.19494462013245,18.52502703666687
MK,AS41557,1738017000,17,10,7,0,0,0,0,0,0,0,0,0,17,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,11.77639889717102,1.3354110717773438
AL,AS21246,1738017000,99,82,17,0,0,0,0,0,0,0,77,42,98,97,106,83,18,0,0,0,5,0,0,0,0,0,0,0,63.97323393821716,1.9760310649871826
ZA,AS36994,1738017000,19,0,19,0,0,0,0,0,0,0,4,0,19,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16.735692024230957,1.647017002105713
SA,AS13335,1738017000,17,0,0,17,0,0,0,0,0,0,13,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.646501541137695,2.35652494430542
GQ,AS37173,1738017000,8,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.854572534561157,1.8571829795837402
LR,AS37094,1738017000,69,14,55,0,0,0,0,0,0,0,5,0,69,7,7,0,6,0,0,0,1,0,0,0,0,0,0,0,59.63243007659912,2.1318089962005615
BY,AS31143,1738017000,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8302240371704102,0.8302240371704102
BG,AS34577,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG,AS29580,1738017000,25,0,0,0,0,0,0,0,0,25,6,0,25,23,26,0,0,0,0,26,0,0,0,0,0,0,0,0,14.879343748092651,1.181678056716919
