Address, TLD, nx_domain, name_type, min_delay, count
107.167.2.120,"CN",0,tld,-1,1
107.14.19.238,"DDTSQVZHTADSG",1,dga,-1,1
107.14.19.235,"AIRBNB",1,other,-1,1
106.249.25.224,"NET",0,tld,306,3
106.249.25.224,"",0,root,-1,1
105.67.10.4,"SCIENCE",0,tld,-1,1
104.244.244.244,"COM",0,tld,6290,2
104.174.104.61,"UA",0,tld,-1,1
104.172.161.22,"ARPA",0,tld,11775,2
104.156.86.23,"NET",0,tld,-1,1
104.156.86.23,"COM",0,tld,347,4
104.156.86.22,"UK",0,tld,-1,1
104.156.86.22,"NET",0,tld,93362,2
104.156.86.22,"COM",0,tld,1,46
104.156.86.21,"COM",0,tld,344,10
104.131.196.228,"UK",0,tld,-1,1
104.131.196.228,"ORG",0,tld,306,2
104.131.196.228,"NET",0,tld,146,2
104.116.243.199,"",0,root,-1,1
104.42.136.154,"Z",1,other,-1,1
104.42.136.149,"Z",1,other,-1,1
104.42.104.57,"Z",1,other,-1,1
104.42.104.34,"Z",1,other,-1,1
104.42.104.3,"Z",1,other,-1,1
104.42.96.50,"Z",1,other,-1,1
103.245.79.2,"COM",0,tld,126820,2
103.245.79.2,"",0,root,-1,1
103.233.88.89,"PRNEEWZHWCBK",1,dga,-1,1
103.215.192.15,"LAILAIHOTEL",1,other,-1,1
103.212.120.121,"RANDOMTLD",1,dga,-1,1
103.71.192.19,"COM",0,tld,-1,1
103.60.217.1,"\032B\163\006",1,binary,-1,1
103.53.77.77,"COM",0,tld,-1,1
103.51.153.82,"NET",0,tld,10227,2
103.51.153.82,"COM",0,tld,4,7
103.35.99.91,"LOCAL",1,rfc6771,-1,1
103.35.99.91,"",0,root,-1,1
103.29.44.7,"SPACE",0,tld,-1,1
103.29.44.7,"ORG",0,tld,-1,1
103.29.44.7,"NET",0,tld,-1,1
103.29.44.7,"COM",0,tld,41,6
103.14.89.23,"YLIYZLXYTYSNHFU",1,dga,-1,1
103.14.89.23,"UJPQJCITPTWVAKR",1,dga,-1,1
103.14.89.23,"TLSBZXPFJA",1,dga,-1,1
103.14.89.23,"QXFTBCFNTCU",1,dga,-1,1
103.14.89.23,"KASZXWHNNXGLSY",1,dga,-1,1
103.14.89.23,"FDBYSFVFAGWZEFE",1,dga,-1,1
101.226.66.18,"COM",0,tld,-1,1
101.226.66.17,"NET",0,tld,163652,2
101.226.66.17,"FAKE_IMAGE_URL",1,other,-1,1
101.108.210.115,"BIZ",0,tld,-1,1
100.64.254.1,"NET",0,tld,-1,1
100.64.254.1,"",0,root,-1,1
99.198.40.67,"ORG",0,tld,-1,1
99.89.125.233,"",0,root,-1,1
98.103.34.248,"OFFICE",0,tld,-1,1
98.103.34.248,"BMS",0,tld,-1,1
97.79.203.226,"XMGTBBDSXZASUB",1,dga,-1,1
97.79.203.226,"SZTIRBPCDASQGR",1,dga,-1,1
97.79.203.226,"PNUGGSWO",1,dga,-1,1
97.64.168.12,"HOME",1,frequent,-1,1
96.84.206.211,"ARPA",0,tld,-1,1
96.82.86.177,"BE",0,tld,-1,1
96.80.163.25,"NET",0,tld,-1,1
96.80.163.25,"",0,root,-1,1
96.17.98.62,"",0,root,-1,1
96.17.69.4,"NET",0,tld,-1,1
96.17.69.4,"",0,root,51232,2
95.173.144.77,"LOCAL",1,rfc6771,-1,1
95.143.172.197,"NET",0,tld,-1,1
95.143.172.197,"ARPA",0,tld,-1,1
95.143.172.143,"ARPA",0,tld,-1,1
95.143.172.13,"NET",0,tld,22348,2
95.143.172.13,"ARPA",0,tld,-1,1
95.143.172.5,"NET",0,tld,-1,1
95.77.45.21,"5587",1,numeric,-1,1
95.0.0.99,"216",1,numeric,-1,1
94.243.220.98,"WS",0,tld,-1,1
94.230.134.50,"NAME",0,tld,60,7
94.230.134.50,"CO",0,tld,-1,1
94.141.24.94,"LOCAL",1,rfc6771,-1,1
93.171.232.5,"COM",0,tld,-1,1
93.115.110.65,"ARPA",0,tld,30408,3
93.115.110.64,"ARPA",0,tld,-1,1
93.95.82.158,"PVT",1,frequent,-1,1
92.223.116.166,"BIND",0,chaos,-1,1
92.123.224.86,"MO",0,tld,4544,2
92.123.224.86,"",0,root,-1,1
92.123.192.168,"",0,root,-1,1
92.44.82.6,"HOME",1,frequent,-1,1
91.239.125.3,"NET",0,tld,-1,1
91.215.220.5,"STZXQVFOF",1,dga,-1,1
91.215.220.5,"MMXQIZPENZZZPDM",1,dga,-1,1
91.215.220.5,"IMHWAQYWPZZCFSD",1,dga,-1,1
91.194.36.187,"LOCALHOST",1,rfc6771,-1,1
89.207.88.178,"RU",0,tld,2005,2
89.207.88.178,"NET",0,tld,-1,1
89.191.240.7,"COM",0,tld,-1,1
89.176.114.128,"DK",0,tld,-1,1
89.140.164.12,"COM",0,tld,-1,1
89.134.46.87,"CYNCMIGU",1,dga,-1,1
88.221.114.92,"",0,root,-1,1
88.212.8.206,"AHXUFIPDSLEBSG",1,dga,-1,1
88.131.5.41,"COM",0,tld,-1,1
87.237.17.173,"37:58476",1,bad_syntax,-1,1
87.139.99.197,"DE",0,tld,-1,1
85.237.39.3,"NET",0,tld,-1,1
85.203.81.170,"INFO",0,tld,-1,1
85.195.64.10,"LOCALDOMAIN",1,frequent,0,21
85.195.64.10,"COM",0,tld,7790,3
85.185.95.210,"8",1,numeric,-1,1
85.128.134.110,"ORG",0,tld,3363,2
85.128.134.110,"COM",0,tld,-1,1
85.128.134.110,"",0,root,-1,1
85.114.32.7,"HOME",1,frequent,1290,2
85.114.32.7,"CNFWFDHRLUFJXUF",1,dga,-1,1
85.70.64.77,"COM",0,tld,-1,1
85.28.195.60,"YCCUAZDAZB",1,dga,-1,1
85.28.195.60,"KYQURQPDFV",1,dga,-1,1
85.26.165.250,"GSCGAVLCLKZ",1,dga,-1,1
85.26.158.185,"UZ",0,tld,-1,1
85.26.158.185,"JESDPLFZFIGYVXO",1,dga,-1,1
85.26.158.185,"ELJUJRMNSI",1,dga,-1,1
85.14.158.231,"INFO",0,tld,-1,1
84.148.135.43,"BIND",0,chaos,-1,1
84.106.83.5,"ARPA",0,tld,-1,1
84.2.227.133,"ZTYVACZPNEMXZEW",1,dga,-1,1
83.236.157.10,"BIND",0,chaos,-1,1
83.174.193.182,"HOME",1,frequent,7692,2
83.174.193.182,"DLINK",1,frequent,1154,3
83.170.113.210,"MK",0,tld,-1,1
83.170.113.210,"FI",0,tld,-1,1
83.170.113.210,"ES",0,tld,64804,2
83.170.113.210,"COM",0,tld,143,5
83.170.113.210,"BE",0,tld,-1,1
83.149.52.16,"ZJYWZZMLGUFFKO",1,dga,-1,1
83.149.52.16,"VMMHQDNSD",1,dga,-1,1
83.149.52.16,"UWBXXHYCRHO",1,dga,-1,1
83.149.52.16,"TPLCEIMGLOAPD",1,dga,-1,1
83.149.52.16,"TMUXXYXCPDJ",1,dga,-1,1
83.149.52.16,"ROTWJVN",1,dga,-1,1
83.149.52.16,"OPFYVQZVJL",1,dga,-1,1
83.149.52.16,"NNDQTYTUOI",1,dga,-1,1
83.149.52.16,"NGPVYSIPUOORRWM",1,dga,-1,1
83.149.52.16,"LOCAL",1,rfc6771,-1,1
83.149.52.16,"KJMLNWIANY",1,dga,-1,1
83.149.52.16,"KBQMOWIN",1,dga,-1,1
83.149.52.16,"IWSCFII",1,dga,-1,1
83.149.52.16,"HNYWOWXEDBIFG",1,dga,-1,1
83.149.52.16,"FVZSXBWD",1,dga,-1,1
83.149.52.16,"FJKXQQQSJICI",1,dga,-1,1
83.149.52.16,"EGZCAWYRXOCY",1,dga,-1,1
83.149.52.16,"DUYCERSVYMP",1,dga,-1,1
83.149.52.16,"DFYCYHJIHZHANC",1,dga,-1,1
83.149.52.16,"DFBVMRVEHSOBFXM",1,dga,-1,1
83.149.52.16,"CKKMQQQGLDAFNKZ",1,dga,-1,1
83.149.52.16,"",0,root,-1,1
82.225.173.248,"COM",0,tld,-1,1
82.213.0.42,"COM",0,tld,-1,1
82.201.220.211,"EG",0,tld,-1,1
82.160.24.7,"7",1,numeric,-1,1
82.160.24.7,"354",1,numeric,-1,1
82.160.24.7,"246",1,numeric,-1,1
82.160.24.7,"141",1,numeric,-1,1
82.160.24.7,"102",1,numeric,-1,1
82.160.24.7,"015",1,numeric,-1,1
82.160.24.7,"",0,root,-1,1
82.135.18.56,"ARPA",0,tld,-1,1
82.77.157.2,"NET",0,tld,-1,1
82.77.157.2,"KPEEYKBFCVVNAC",1,dga,-1,1
82.77.157.2,"JUYWDKLUJVTEYJ",1,dga,-1,1
82.77.157.2,"IZAIRXGBIIMXPD",1,dga,-1,1
82.77.157.2,"HUWMWXDH",1,dga,-1,1
82.77.157.2,"COM",0,tld,22832,2
82.77.157.2,"CH",0,tld,-1,1
82.77.157.2,"CCRHBBKZBZGD",1,dga,-1,1
82.77.157.2,"",0,root,-1,1
82.76.242.224,"COM",0,tld,-1,1
81.171.61.32,"COM",0,tld,-1,1
81.171.61.32,"CH",0,tld,-1,1
81.134.164.109,"HOME",1,frequent,-1,1
81.47.231.134,"HOMESTATION",1,frequent,-1,1
81.20.240.33,"RUN",0,tld,-1,1
80.193.131.100,"COM",0,tld,-1,1
80.149.108.69,"DE",0,tld,-1,1
80.93.123.32,"372",1,numeric,-1,1
80.83.239.131,"ORIKEIGO",1,dga,-1,1
80.78.66.66,"012",1,numeric,-1,1
80.67.67.50,"ARPA",0,tld,-1,1
80.58.184.147,"KMGVVZVRDHLTTAN",1,dga,-1,1
80.58.184.146,"LOCAL",1,rfc6771,-1,1
80.58.184.146,"HOMESTATION",1,frequent,-1,1
80.58.184.15,"HOMESTATION",1,frequent,-1,1
80.58.184.14,"DSL-100HN-T1V4",1,other,-1,1
80.54.111.254,"COM",0,tld,-1,1
79.211.71.222,"NET",0,tld,-1,1
79.96.241.134,"AE",0,tld,-1,1
79.96.241.87,"SERWER1606082",1,other,-1,1
78.85.0.40,"NET",0,tld,-1,1
78.85.0.40,"HOME",1,frequent,-1,1
78.85.0.36,"LOPPHDUDVQOOG",1,dga,-1,1
78.64.125.250,"COM",0,tld,-1,1
77.106.178.138,"ARPA",0,tld,-1,1
77.75.79.85,"NET",0,tld,311,9
77.75.79.85,"COM",0,tld,-1,1
77.75.79.84,"NET",0,tld,2,9
77.75.78.160,"NET",0,tld,-1,1
77.75.77.85,"NET",0,tld,1,16
77.75.77.85,"COM",0,tld,-1,1
77.75.77.84,"NET",0,tld,1698,16
77.75.76.165,"COM",0,tld,-1,1
77.73.176.139,"COM",0,tld,-1,1
77.73.176.139,"BR",0,tld,-1,1
77.65.77.69,"077",1,numeric,-1,1
76.96.15.81,"CORP",1,frequent,-1,1
76.96.15.81,"ABOVENET",1,other,-1,1
76.96.15.81,"1DU-U6098452F-C233-S1495509889-I00000000-APNIC-TEST",1,jumbo,-1,1
76.96.15.69,"YGXJAYQKPXA",1,dga,-1,1
76.96.15.69,"JULIWPEVWMQ",1,dga,-1,1
76.96.15.69,"ECVTYUFPO",1,dga,-1,1
76.73.236.156,"ORG",0,tld,-1,1
76.73.236.156,"BIZ",0,tld,-1,1
76.73.236.156,"",0,root,-1,1
76.14.0.8,"NET",0,tld,513,2
75.148.141.137,"\131",1,binary,-1,1
75.114.89.233,"LAN",1,frequent,-1,1
75.114.89.228,"&EVENTTYPE=CLOSE&REASON=5&DURATION=8520",1,bad_syntax,-1,1
75.114.82.9,"HBFSNBB",1,dga,-1,1
75.114.82.3,"INVALID",1,rfc6771,-1,1
75.76.84.102,"MUMAYFGN",1,dga,-1,1
74.125.183.80,"IMMO",0,tld,-1,1
74.125.183.67,"HHSMINQECX",1,other,-1,1
74.125.183.36,"AIDZRIYQQN",1,other,-1,1
74.125.181.8,"\232\194\183\002\024\179\185\002",1,binary,-1,1
74.125.80.11,"ZXYKFQRELTPR",1,dga,-1,1
74.125.80.8,"ARRIS",1,other,-1,1
74.125.80.1,"CGY20180",1,other,-1,1
74.125.76.32,"XX",1,other,-1,1
74.125.76.32,"DO",0,tld,-1,1
74.125.76.8,"VNAWATIR",1,dga,-1,1
74.125.76.3,"FWBWROTOVKWDVHT",1,dga,-1,1
74.125.76.1,"DF1-NEXMARK-STREAMING-LOA-05222023-899A-HARNESS-CDR0",1,jumbo,-1,1
74.125.75.82,"218",1,numeric,-1,1
74.125.73.79,"BBT",0,tld,-1,1
74.125.73.78,"333",1,numeric,-1,1
74.112.41.242,"CN",0,tld,-1,1
74.50.216.1,"COM",0,tld,-1,1
74.50.216.1,"",0,root,-1,1
74.7.78.142,"COM",0,tld,99635,2
73.248.92.106,"",0,root,-1,1
73.149.212.244,"LAN",1,frequent,-1,1
73.14.177.3,"",0,root,-1,1
72.253.63.208,"COM",0,tld,231,4
72.253.63.208,"",0,root,-1,1
72.183.81.46,"FIIFYUDPAXV",1,dga,70484,2
72.183.81.46,"DAJHDFEIXC",1,dga,-1,1
72.183.81.45,"COUVXAERC",1,dga,-1,1
72.183.81.44,"TUTJXVAVF",1,dga,-1,1
72.183.81.44,"TIHEPCMKPYS",1,dga,-1,1
72.183.81.44,"HDKDHEHTW",1,dga,-1,1
72.183.81.43,"WTSITTON",1,dga,-1,1
72.183.81.41,"QKKMUDPYRP",1,dga,-1,1
72.183.81.41,"LAN",1,frequent,-1,1
72.183.81.39,"TLYHPSMHFRAQD",1,dga,-1,1
72.183.81.39,"LOCAL",1,rfc6771,-1,1
72.183.81.39,"CDSCCLEB",1,dga,-1,1
72.183.81.38,"XLHKKUWU",1,dga,-1,1
72.183.81.37,"RBTBZAMPJY",1,dga,-1,1
72.183.81.37,"INTRA",1,frequent,-1,1
72.183.81.35,"STIWMUOYXZ",1,dga,-1,1
72.183.81.35,"QWBRCIVURWAWB",1,dga,-1,1
72.183.81.35,"BLBEWIM",1,dga,-1,1
72.167.234.104,"CN",0,tld,-1,1
72.167.234.104,"",0,root,-1,1
72.143.39.250,"CLUB",0,tld,-1,1
72.45.253.34,"CN",0,tld,144,4
72.45.253.34,"",0,root,-1,1
72.20.155.23,"19\251\142\255\127",1,binary,5,5
72.14.225.129,"SH",0,tld,-1,1
72.14.225.129,"RU",0,tld,-1,1
71.190.161.140,"INTEL",0,tld,-1,1
70.196.144.142,"NET",0,tld,-1,1
70.169.32.138,"NET",0,tld,-1,1
70.106.247.28,"NET",0,tld,-1,1
70.106.247.28,"",0,root,-1,1
70.61.172.74,"NET",0,tld,-1,1
70.30.43.237,"",0,root,-1,1
69.252.228.139,"YYOBKBLB",1,dga,-1,1
69.252.200.9,"ZTLPUKDZOTLGZQW",1,dga,-1,1
69.252.200.9,"PVT",1,frequent,-1,1
69.252.200.9,"LOCAL",1,rfc6771,28648,3
69.252.200.5,"LOCAL",1,rfc6771,-1,1
69.252.200.1,"WWVPBQNYLHRNJB",1,dga,-1,1
69.252.200.1,"RHQBQLH",1,dga,-1,1
69.252.200.1,"LOCALHOST",1,rfc6771,-1,1
69.252.200.1,"LAP1EEFC",1,other,-1,1
69.252.200.1,"HBPFEJJ",1,dga,-1,1
69.252.200.1,"CORP",1,frequent,10585,2
69.241.95.87,"INVALID",1,rfc6771,-1,1
69.241.21.36,"OPBKAUKSYP",1,dga,-1,1
69.241.21.36,"INTRANET",1,frequent,-1,1
69.241.21.35,"NLCDVFNMUBOWD",1,dga,-1,1
69.241.21.35,"JPFHLPEBE",1,dga,-1,1
69.241.21.35,"HZFMYXR",1,dga,-1,1
69.241.21.35,"HYHUDCIK",1,dga,-1,1
69.241.21.35,"DSXOJQNBDJS",1,dga,-1,1
69.241.21.35,"BELKIN",1,frequent,-1,1
69.241.21.34,"KJJBJKIJTTWVAXP",1,dga,-1,1
69.241.21.34,"JPFHLPEBE",1,dga,-1,1
69.241.21.34,"INTRANET",1,frequent,-1,1
69.241.21.34,"BELKIN",1,frequent,-1,1
69.205.192.75,"",0,root,-1,1
69.176.62.131,"NET",0,tld,1194,4
69.176.62.131,"",0,root,-1,1
69.167.129.137,"BID",0,tld,-1,1
69.63.188.96,"FTW1",1,other,-1,1
69.35.204.197,"COM",0,tld,2,4
69.13.54.167,"NET",0,tld,-1,1
69.1.30.43,"BELKIN",1,frequent,-1,1
69.1.30.42,"OVERSTOCK",1,dga,-1,1
68.196.114.236,"COM",0,tld,-1,1
68.114.45.69,"AVJPTUQAYEOFBBG",1,dga,-1,1
68.114.45.68,"LGYMEGKYUAKSWGP",1,dga,-1,1
68.114.45.68,"CBCYNHLAHVNTXB",1,dga,-1,1
68.114.45.66,"ESR9752",1,other,-1,1
68.114.45.66,"AGDFODTK",1,dga,-1,1
68.114.44.7,"LOCAL",1,rfc6771,-1,1
68.114.44.7,"JDUGKBCCX",1,dga,-1,1
68.105.29.110,"YBPCHXNB",1,dga,-1,1
68.105.29.110,"UIMQWAMYDUE",1,dga,-1,1
68.105.29.110,"OWGJPRFL",1,dga,-1,1
68.105.29.110,"NWGFQIOFWJYH",1,dga,-1,1
68.105.29.110,"MTAPAYMWRUWBGGB",1,dga,-1,1
68.105.29.110,"LUCDMAVZCGXQJO",1,dga,-1,1
68.105.29.110,"LOCAL",1,rfc6771,-1,1
68.105.29.110,"HXYUNBVP",1,dga,-1,1
68.105.29.110,"CRDIMNYWVF",1,dga,-1,1
68.105.29.110,"CORP",1,frequent,-1,1
68.105.29.110,"BELKIN",1,frequent,-1,1
68.105.29.108,"YVEUNQMN",1,dga,-1,1
68.105.29.108,"LOCAL",1,rfc6771,170094,2
68.105.29.108,"LCIBZZQWERBCN",1,dga,-1,1
68.105.29.108,"EQMETOMI",1,dga,-1,1
68.105.29.108,"BOQTLRZKAYDHX",1,dga,-1,1
68.105.28.235,"PRIVATE",1,frequent,-1,1
68.105.28.235,"PBGTKLJ",1,dga,-1,1
68.105.28.235,"LOCAL",1,rfc6771,-1,1
68.105.28.235,"INVALID",1,rfc6771,-1,1
68.105.28.235,"@\217\207",1,binary,-1,1
68.105.28.205,"XBMGLTTTVWU",1,dga,-1,1
68.105.28.46,"LOCAL",1,rfc6771,-1,1
68.105.28.43,"YTHLXZCHEPDSJJE",1,dga,-1,1
68.105.28.43,"XATPBZOAXWI",1,dga,-1,1
68.105.28.43,"WZOFFVKIBPFG",1,dga,-1,1
68.105.28.43,"LBQPEJSGACQ",1,dga,-1,1
68.105.28.43,"JPDGWYAWUNBIS",1,dga,-1,1
68.105.28.43,"GILMORE",1,other,-1,1
68.105.28.43,"BELKIN",1,frequent,6998,4
68.28.169.137,"CWSDWRDGGICGCNH",1,dga,-1,1
68.28.168.137,"AADRZRLZJ",1,dga,-1,1
68.28.137.137,"NPNRNWNMWHFZ",1,dga,-1,1
68.28.104.137,"SEJBOJCXYOU",1,dga,-1,1
68.28.104.135,"TBZRYQXWND",1,dga,-1,1
68.28.68.137,"JGVVVJWAZP",1,dga,-1,1
68.28.68.135,"THQNFLJPHXEXTPR",1,dga,-1,1
68.28.68.135,"CJAQGJMLHCWSLE",1,dga,-1,1
68.28.67.137,"PHCXARHJHPEZ",1,dga,-1,1
68.28.34.137,"IYRLLPREVR",1,dga,-1,1
67.231.208.235,"AGMWILWTRTQ",1,dga,-1,1
67.231.208.230,"LOCAL",1,rfc6771,-1,1
67.231.208.229,"HOME",1,frequent,78533,2
67.231.208.228,"\160\249\224\001",1,binary,-1,1
67.231.208.170,"HOME",1,frequent,-1,1
67.231.208.169,"HOME",1,frequent,-1,1
67.231.208.165,"LOCAL",1,rfc6771,-1,1
67.218.81.98,"\240\204A\001",1,binary,-1,1
67.215.191.148,"COMG",1,other,-1,1
67.215.191.146,"COM",0,tld,0,2
67.215.191.143,"CN",0,tld,2627,2
67.215.86.21,"EDEFUFYXDY",1,dga,-1,1
67.215.86.17,"1",1,numeric,-1,1
67.215.86.15,"JCAPPYCFSZ",1,dga,-1,1
67.215.86.11,"LOCAL",1,rfc6771,-1,1
67.215.83.19,"NET",0,tld,-1,1
67.215.83.17,"CCH331-B20SN32",1,other,-1,1
67.215.83.15,"@\190N\001",1,binary,-1,1
67.215.82.19,"LOCALHOST",1,rfc6771,-1,1
67.215.82.15,"JTRQZAFXC",1,dga,-1,1
67.215.82.11,"DBVJLEHGUODU",1,dga,-1,1
67.215.80.21,"COM",0,tld,-1,1
67.215.80.19,"HOTEL",1,other,1451,2
67.215.80.18,"@\024\019\002\208\234\018\002\001",1,binary,-1,1
67.215.80.17,"TORNEGYQDP",1,dga,-1,1
67.215.80.15,"IHOJEUZJPXK",1,dga,-1,1
67.215.80.14,"ENTERPRISE",1,other,-1,1
67.215.80.11,"LAN",1,frequent,-1,1
67.215.21.202,"BELKIN",1,frequent,-1,1
67.213.225.100,"HOME",1,frequent,-1,1
67.195.93.159,"NET",0,tld,-1,1
67.195.93.159,"",0,root,-1,1
67.195.93.154,"EU",0,tld,744,2
67.131.152.21,"NET",0,tld,20,4
67.131.152.21,"",0,root,-1,1
67.77.206.200,"NET",0,tld,-1,1
67.77.206.200,"",0,root,-1,1
67.77.62.2,"COM",0,tld,485,2
66.249.84.31,"COM",0,tld,-1,1
66.249.79.119,"JP",0,tld,-1,1
66.249.73.19,"BR",0,tld,-1,1
66.249.69.124,"CZ",0,tld,-1,1
66.249.64.165,"CH",0,tld,-1,1
66.233.165.27,"CWB-0-1360091",1,other,-1,1
66.220.22.130,"\016\183\169\001\160\202\169\001",1,binary,-1,1
66.210.12.1,"ARPA",0,tld,-1,1
66.193.176.41,"NET",0,tld,-1,1
66.182.71.158,"COM",0,tld,-1,1
66.182.71.158,"",0,root,-1,1
66.135.223.61,"COM",0,tld,8,4
66.117.235.122,"NET",0,tld,-1,1
66.115.95.159,"NET",0,tld,-1,1
66.102.8.8,"COM",0,tld,-1,1
66.102.6.112,"COM",0,tld,-1,1
66.102.6.24,"COM",0,tld,-1,1
66.94.6.182,"NTWTCBUF",1,dga,-1,1
66.91.158.82,"NET",0,tld,-1,1
66.91.158.82,"",0,root,-1,1
66.76.150.177,"LOCAL",1,rfc6771,-1,1
66.76.150.1,"AQVEXPJE",1,dga,-1,1
66.75.223.166,"ILOEXJDRGAWXUS",1,dga,-1,1
66.75.223.165,"012",1,numeric,-1,1
66.75.223.133,"TZUQVRWCOKD",1,dga,-1,1
66.75.223.131,"IVWBVQGBI",1,dga,-1,1
66.75.177.78,"MHC",1,other,-1,1
66.75.177.76,"ROOT",1,frequent,-1,1
66.75.177.76,"MKDMQWZ",1,dga,-1,1
66.75.177.75,"DTI",1,other,-1,1
66.75.177.75,"CORP",1,frequent,-1,1
66.75.177.70,"VQDTLJEFC",1,dga,-1,1
66.75.177.70,"GONAUWZJX",1,dga,-1,1
66.75.177.70,"DJSDEPBG",1,dga,-1,1
66.75.177.11,"XHTDHBVKZSOAXV",1,dga,-1,1
66.75.177.11,"LMTOOKYOU",1,dga,-1,1
66.75.177.11,"KWTLJWUF",1,dga,-1,1
66.75.177.11,"HVSOZYVNQQM",1,dga,-1,1
66.75.177.11,"GRUJNMICRIR",1,dga,-1,1
66.75.177.11,"GCILRUFJTLPJ",1,dga,-1,1
66.75.177.10,"SPNHAJUANLO",1,dga,-1,1
66.75.177.10,"KFHBKJNZ",1,dga,-1,1
66.75.177.10,"JQTZFYKPRL",1,dga,-1,1
66.75.177.10,"IZJANHUEB",1,dga,-1,1
66.75.177.10,"FNREXUCNAOOSFO",1,dga,-1,1
66.75.177.10,"CKJDHJCYAPQMA",1,dga,-1,1
66.75.177.10,"CETFXSWOKIDECIC",1,dga,-1,1
66.75.177.10,"ATGOSHKJJF",1,dga,-1,1
66.75.177.10,"302",1,numeric,-1,1
66.75.177.10,"236",1,numeric,-1,1
66.75.177.7,"IOYEFBPWDJS",1,dga,-1,1
66.75.177.4,"EFBFZZSL",1,dga,-1,1
66.54.116.4,"ITYKLYOVSRQRVQ",1,dga,-1,1
66.42.244.162,"COM",0,tld,1150,2
66.33.216.104,"KZ",0,tld,-1,1
66.32.254.9,"TMLXQGL",1,dga,-1,1
66.26.167.54,"NET",0,tld,-1,1
66.1.124.135,"VPFKEZFQDGBPJ",1,dga,-1,1
66.1.120.135,"QDUMYSFPMIGCE",1,dga,-1,1
66.1.116.135,"SFQKHTLQP",1,dga,-1,1
66.1.76.141,"XJKMLOLUMMCOFN",1,dga,-1,1
66.1.76.139,"HKGWSST",1,dga,-1,1
66.1.76.135,"GGZFKHSRLNJFN",1,dga,-1,1
66.1.60.139,"UHYNEIHRIPEOY",1,dga,-1,1
66.1.32.139,"UOPRLMVWYJTGKV",1,dga,-1,1
66.1.32.139,"PKGJGSLKDLB",1,dga,-1,1
66.1.32.135,"GRCELAMFD",1,dga,-1,1
66.1.28.139,"LOASQHUKK",1,dga,-1,1
66.1.16.141,"KVWCKPGOAQXMX",1,dga,-1,1
66.1.16.139,"MWCDWHA",1,dga,-1,1
66.1.16.137,"OWRKNVCKOULVXNB",1,dga,-1,1
65.154.18.242,"210",1,numeric,-1,1
65.154.18.242,"",0,root,-1,1
65.121.159.105,"COM",0,tld,2739,3
65.121.159.105,"",0,root,-1,1
65.55.37.40,"COMTODO-LISTO-PARA-MODA-MEXICANA",1,jumbo,-1,1
65.55.37.40,"BLOGSPAT",1,other,-1,1
65.55.37.39,"HTML",1,frequent,-1,1
65.55.37.38,"0X005A28",1,other,-1,1
65.55.37.36,"HTM",1,frequent,-1,1
65.55.29.56,"NEO",1,other,3247,5
65.48.146.2,"ZMUPMDMW",1,dga,-1,1
65.48.146.2,"SYFNEDKZYWU",1,dga,-1,1
65.48.146.2,"AXHAKFTIJOGZZG",1,dga,-1,1
65.38.162.10,"NL",0,tld,-1,1
65.24.26.45,"GPRIVSLXK",1,dga,-1,1
65.24.26.45,"ERZDKALOJ",1,dga,-1,1
65.24.26.44,"LOCAL",1,rfc6771,-1,1
65.24.26.43,"ZIMWHYHUO",1,dga,-1,1
65.24.26.38,"WKNUCPIYCYTBW",1,dga,-1,1
65.24.26.38,"&EVENTTYPE=CLOSE&REASON=5&DURATION=4899",1,bad_syntax,-1,1
65.24.26.38,"&EVENTTYPE=CLOSE&REASON=3&DURATION=333",1,bad_syntax,-1,1
65.24.26.37,"GZVKDYI",1,dga,-1,1
65.24.5.238,"EVMIJWE",1,dga,-1,1
65.24.5.236,"NUXBYXYEEPK",1,dga,-1,1
65.24.5.236,"FPBZXIVGDUTRJUE",1,dga,-1,1
65.24.5.236,"EVMIJWE",1,dga,-1,1
65.24.5.233,"QVGCMZSWQXTNZF",1,dga,-1,1
65.24.5.231,"MZPXGYVTQ",1,dga,-1,1
65.24.5.231,"LOCAL",1,rfc6771,-1,1
65.24.5.231,"HGFEGXJJMV",1,dga,-1,1
65.24.5.230,"SQTKEWNEJNEBJWZ",1,dga,-1,1
65.24.5.227,"BELKIN",1,frequent,-1,1
65.19.176.2,"PABYKVVOYHOAQ",1,dga,-1,1
65.19.176.2,"HUQLSHQLMI",1,dga,-1,1
64.237.30.163,"HOME",1,frequent,-1,1
64.237.30.162,"XHFSWOAPHJAE",1,dga,-1,1
64.237.30.162,"TMRXKREKSF",1,dga,-1,1
64.209.132.8,"20",1,numeric,2,2
64.194.64.42,"CN",0,tld,75,2
64.194.64.42,"",0,root,-1,1
64.184.193.2,"COM",0,tld,-1,1
64.183.74.162,"CO",0,tld,-1,1
64.134.218.98,"",0,root,-1,1
64.132.88.21,"EDU",0,tld,-1,1
64.129.67.122,"NET",0,tld,6447,2
64.129.67.122,"BG",0,tld,-1,1
64.128.111.210,"\144D\249",1,binary,111,2
64.119.51.184,"INFO",0,tld,-1,1
64.119.32.101,"LOCAL",1,rfc6771,-1,1
64.119.0.4,"AU",0,tld,-1,1
64.114.70.226,"TELUS",1,other,-1,1
64.114.70.225,"VN",0,tld,-1,1
64.114.70.225,"TELUS",1,other,-1,1
64.103.26.57,"COM",0,tld,-1,1
64.60.105.2,"DOWNEY-INET",1,other,-1,1
