M11.1,2023-03-31,v2.0,8,0.8984565393988627
M11.1,2023-03-31,v2.0,13,0.036961819658813976
M11.1,2023-03-31,v2.0,10,0.023558082859463852
M11.1,2023-03-31,v2.0,7,0.015028432168968318
M11.1,2023-03-31,v2.0,5,0.011372867587327376
M11.2,2023-03-31,v2.0,8,0.4475806451612903
M11.2,2023-03-31,v2.0,13,0.12903225806451613
M11.2,2023-03-31,v2.0,7,0.008064516129032258
M11.2,2023-03-31,v2.0,10,0.012096774193548387
M11.2,2023-03-31,v2.0,5,0.004032258064516129
M11.2,2023-03-31,v2.0,14,0.004032258064516129
M11.3,2023-03-31,v2.0,13,0.011560693641618497
M11.3,2023-03-31,v2.0,8,0.028901734104046242
M11.3,2023-03-31,v2.0,7,0.031791907514450865
M11.4,2023-03-31,v2.0,8,0.08125688370586356
M11.4,2023-03-31,v2.0,13,0.06592808551992226
M11.4,2023-03-31,v2.0,10,0.0045092322643343055
M11.4,2023-03-31,v2.0,7,0.022118561710398423
M11.4,2023-03-31,v2.0,5,0.006128927761580822
M11.4,2023-03-31,v2.0,15,0.0017103984450923227
M11.4,2023-03-31,v2.0,14,0.0024101068999028185
M11.5,2023-03-31,v2.0,8,0.029325909273104377
M11.5,2023-03-31,v2.0,13,0.04258378208814759
M11.5,2023-03-31,v2.0,7,0.0059470905003398316
M11.5,2023-03-31,v2.0,10,0.0016556002858088914
M11.5,2023-03-31,v2.0,5,0.0021784214286959098
M11.5,2023-03-31,v2.0,14,0.0006535264286087729
M11.6,2023-03-31,v2.0,13,0.03072993665789263
M11.6,2023-03-31,v2.0,8,0.01749179677640354
M11.6,2023-03-31,v2.0,5,0.0007031334511232106
M11.6,2023-03-31,v2.0,7,0.0014110746523395717
M11.6,2023-03-31,v2.0,10,0.0013209293380930056
M11.6,2023-03-31,v2.0,14,0.00048317888436159086
M11.6,2023-03-31,v2.0,15,0.00010096275195615332
M11.7,2023-03-31,v2.0,13,0.02478919042504881
M11.7,2023-03-31,v2.0,8,0.018431698600218375
M11.7,2023-03-31,v2.0,10,0.000709592700558649
M11.7,2023-03-31,v2.0,7,0.00062103462902629
M11.7,2023-03-31,v2.0,14,0.0003440791314314594
M11.7,2023-03-31,v2.0,5,0.00025097094242333993
M11.7,2023-03-31,v2.0,15,0.0001218378563757299
M11.7,2023-03-31,v2.0,16,1.1281282997752769e-06
M11.7,2023-03-31,v2.0,3,2.2562565995505537e-06
M11.7,2023-03-31,v2.0,1,2.2562565995505537e-06
M11.8,2023-03-31,v2.0,8,0.03038534712762724
M11.8,2023-03-31,v2.0,13,0.0076382712852784765
M11.8,2023-03-31,v2.0,10,0.00013509101757308987
M11.8,2023-03-31,v2.0,7,0.00013621677605286562
M11.8,2023-03-31,v2.0,14,0.00018349863220344707
M11.8,2023-03-31,v2.0,5,3.602427135282397e-05
M11.8,2023-03-31,v2.0,15,2.251516959551498e-06
