M9.1.1,2017-02-28,v2.0, ,1.2911392405063291
M9.1.2,2017-02-28,v2.0, ,7
M9.1.3,2017-02-28,v2.0, ,43
M9.1.4,2017-02-28,v2.0, awsdns-??.com,0.16666666666666666
M9.1.4,2017-02-28,v2.0, nsone.net,0.0784313725490196
M9.1.4,2017-02-28,v2.0, google.com,0.0784313725490196
M9.1.4,2017-02-28,v2.0, cloudflare.com,0.058823529411764705
M9.1.4,2017-02-28,v2.0, azure-dns.com,0.0392156862745098
M9.1.4,2017-02-28,v2.0, akam.net,0.0392156862745098
M9.1.4,2017-02-28,v2.0, googledomains.com,0.0392156862745098
M9.1.4,2017-02-28,v2.0, twtrdns.net,0.0196078431372549
M9.1.4,2017-02-28,v2.0, bbc.com,0.0196078431372549
M9.1.4,2017-02-28,v2.0, bbc.co.uk,0.0196078431372549
M9.1.4,2017-02-28,v2.0, o365filtering.com,0.0196078431372549
M9.1.4,2017-02-28,v2.0, whatsapp.net,0.0196078431372549
M9.1.4,2017-02-28,v2.0, ultradns.net,0.00980392156862745
M9.1.4,2017-02-28,v2.0, w3.org,0.00980392156862745
M9.1.4,2017-02-28,v2.0, theguardiandns.com,0.00980392156862745
M9.1.4,2017-02-28,v2.0, constellix.com,0.00980392156862745
M9.1.4,2017-02-28,v2.0, constellix.net,0.00980392156862745
M9.1.4,2017-02-28,v2.0, nih.gov,0.00980392156862745
M9.1.4,2017-02-28,v2.0, wikimedia.org,0.00980392156862745
M9.1.4,2017-02-28,v2.0, instagram.com,0.00980392156862745
M9.1.4,2017-02-28,v2.0, europa.eu,0.00980392156862745
M9.1.4,2017-02-28,v2.0, bt.net,0.00980392156862745
M9.1.4,2017-02-28,v2.0, pinterest.com,0.00980392156862745
M9.1.4,2017-02-28,v2.0, kangdns.com,0.00980392156862745
M9.1.4,2017-02-28,v2.0, jiasule.net,0.00980392156862745
M9.1.4,2017-02-28,v2.0, 365cyd.net,0.00980392156862745
M9.1.4,2017-02-28,v2.0, thomsonreuters.net,0.00980392156862745
M9.1.4,2017-02-28,v2.0, amzndns.co.uk,0.00980392156862745
M9.1.4,2017-02-28,v2.0, amzndns.com,0.00980392156862745
M9.1.4,2017-02-28,v2.0, amzndns.net,0.00980392156862745
M9.1.4,2017-02-28,v2.0, amzndns.org,0.00980392156862745
M9.1.4,2017-02-28,v2.0, nginx.org,0.00980392156862745
M9.1.4,2017-02-28,v2.0, automattic.com,0.00980392156862745
M9.1.4,2017-02-28,v2.0, cdc.gov,0.00980392156862745
M9.1.4,2017-02-28,v2.0, dynect.net,0.00980392156862745
M9.1.4,2017-02-28,v2.0, facebook.com,0.00980392156862745
M9.1.4,2017-02-28,v2.0, apple.com,0.00980392156862745
M9.1.4,2017-02-28,v2.0, wordpress.org,0.00980392156862745
M9.1.4,2017-02-28,v2.0, baidu.com,0.00980392156862745
M9.1.4,2017-02-28,v2.0, archive.org,0.00980392156862745
M9.1.4,2017-02-28,v2.0, kjsl.com,0.00980392156862745
M9.1.4,2017-02-28,v2.0, tumblr.com,0.00980392156862745
M9.1.4,2017-02-28,v2.0, myhostadmin.net,0.00980392156862745
M9.1.4,2017-02-28,v2.0, nginx.com,0.00980392156862745
M9.1.4,2017-02-28,v2.0, tinyurl.com,0.00980392156862745
M9.1.4,2017-02-28,v2.0, opera.com,0.00980392156862745
M9.1.4,2017-02-28,v2.0, yahoo.com,0.00980392156862745
M9.1.4,2017-02-28,v2.0, miit.gov.cn,0.00980392156862745
M9.1.4,2017-02-28,v2.0, wordpress.com,0.00980392156862745
M9.1.4,2017-02-28,v2.0, who.int,0.00980392156862745
M9.1.4,2017-02-28,v2.0, cern.ch,0.00980392156862745
M9.1.4,2017-02-28,v2.0, vkontakte.ru,0.00980392156862745
M9.1.4,2017-02-28,v2.0, qq.com,0.00980392156862745
M9.2.1,2017-02-28,v2.0, ,1.288888888888889
M9.2.2,2017-02-28,v2.0, ,8
M9.2.3,2017-02-28,v2.0, ,265
M9.2.4,2017-02-28,v2.0, awsdns-??.com,0.17785843920145192
M9.2.4,2017-02-28,v2.0, cloudflare.com,0.10707803992740472
M9.2.4,2017-02-28,v2.0, akam.net,0.07985480943738657
M9.2.4,2017-02-28,v2.0, nsone.net,0.05172413793103448
M9.2.4,2017-02-28,v2.0, azure-dns.com,0.024500907441016333
M9.2.4,2017-02-28,v2.0, google.com,0.023593466424682397
M9.2.4,2017-02-28,v2.0, ultradns.net,0.022686025408348458
M9.2.4,2017-02-28,v2.0, googledomains.com,0.021778584392014518
M9.2.4,2017-02-28,v2.0, dnsmadeeasy.com,0.009981851179673321
M9.2.4,2017-02-28,v2.0, amzndns.co.uk,0.008166969147005444
M9.2.4,2017-02-28,v2.0, amzndns.com,0.008166969147005444
M9.2.4,2017-02-28,v2.0, amzndns.net,0.008166969147005444
M9.2.4,2017-02-28,v2.0, amzndns.org,0.008166969147005444
M9.2.4,2017-02-28,v2.0, icsn.com,0.006352087114337568
M9.2.4,2017-02-28,v2.0, dnsimple.com,0.0054446460980036296
M9.2.4,2017-02-28,v2.0, yahoo.com,0.0054446460980036296
M9.2.4,2017-02-28,v2.0, domaincontrol.com,0.0027223230490018148
M9.2.4,2017-02-28,v2.0, worldnic.com,0.0009074410163339383
