M4.1,2017-01-31,v1.06, , 0.990345
M4.2,2017-01-31,v1.06, LOCALHOST, 0.000697
M4.2,2017-01-31,v1.06, LOCAL, 0.000032
M4.3,2017-01-31,v1.06, (local host names), 0.004721
M4.3,2017-01-31,v1.06, HOME, 0.000663
M4.3,2017-01-31,v1.06, DNS, 0.000169
M4.3,2017-01-31,v1.06, DOMAIN, 0.000097
M4.3,2017-01-31,v1.06, INTERNAL, 0.000087
M4.3,2017-01-31,v1.06, LAN, 0.000040
M4.3,2017-01-31,v1.06, CORP, 0.000029
M4.4,2017-01-31,v1.06, , 0.003120
M4.5,2017-01-31,v1.06, , 0.890000

M4.6,2017-01-31,v1.06, , 0.100000
